uuid,created_at,created_longitude,created_latitude,modified_at,modified_longitude,modified_latitude,accessed_at,content,tags,folder,flagged,languageGrammar
"514954C9-3F18-4AA3-9C0C-CEDF51A23F47",2022-05-17T11:32:07Z,-92.38797540553715,38.93400459464824,2022-05-17T11:32:13Z,-92.38797540553715,38.93400459464824,2022-05-17T11:32:07Z,"# acquiesce


## Verb

1. to agree or express agreement; “The Maestro assented to the request for an encore”
	- Synonyms
		- assent
		- accede
	- Antonyms
		- dissent
	- Less specific
		- agree
	- More specific
		- connive
	- Related
		- acquiescent
		- biddable
		- acquiescence
		- assent
		- acquiescence
		- accession
		- assenting
		- assentient
		- assent
		- acquiescence
		- assenter

","vocabulary",0,false,MultiMarkdown
"E42D876B-449F-49DE-A4F0-AB51BED6F112",2022-05-17T11:32:07Z,-92.38797540553715,38.93400459464824,2022-05-17T11:32:13Z,-92.38797540553715,38.93400459464824,2022-05-17T11:32:07Z,"# acquiesce


## Verb

1. to agree or express agreement; “The Maestro assented to the request for an encore”
	- Synonyms
		- assent
		- accede
	- Antonyms
		- dissent
	- Less specific
		- agree
	- More specific
		- connive
	- Related
		- acquiescent
		- biddable
		- acquiescence
		- assent
		- acquiescence
		- accession
		- assenting
		- assentient
		- assent
		- acquiescence
		- assenter

","vocabulary",0,false,MultiMarkdown
"4E27CC34-1D09-4359-A9EA-83A100D458D3",2022-04-29T03:05:45Z,-92.32723276343503,38.952883732978506,2022-04-29T03:05:56Z,-92.32723276343503,38.952883732978506,2022-04-29T03:05:45Z,"# acquisitive


## Adjective

1. eager to acquire and possess things especially material possessions or ideas; “an acquisitive mind”; “an acquisitive society in which the craving for material things seems never satisfied”
	- Antonyms
		- unacquisitive
	- Similar to
		- accumulative
		- avaricious
		- covetous
		- grabby
		- grasping
		- greedy
		- prehensile
		- possessive
		- plundering
		- predaceous
		- predacious
		- predatory
		- rapacious
		- ravening
		- voracious
		- sordid
	- Attributes
		- acquisitiveness
	- Related
		- get
		- acquire
		- acquisitiveness

","vocabulary",0,false,MultiMarkdown
"5FF3CB3F-0379-4679-9DCB-7255F8FE2129",2022-04-29T03:05:45Z,-92.32723276343503,38.952883732978506,2022-04-29T03:05:56Z,-92.32723276343503,38.952883732978506,2022-04-29T03:05:45Z,"# acquisitive


## Adjective

1. eager to acquire and possess things especially material possessions or ideas; “an acquisitive mind”; “an acquisitive society in which the craving for material things seems never satisfied”
	- Antonyms
		- unacquisitive
	- Similar to
		- accumulative
		- avaricious
		- covetous
		- grabby
		- grasping
		- greedy
		- prehensile
		- possessive
		- plundering
		- predaceous
		- predacious
		- predatory
		- rapacious
		- ravening
		- voracious
		- sordid
	- Attributes
		- acquisitiveness
	- Related
		- get
		- acquire
		- acquisitiveness

","vocabulary",0,false,MultiMarkdown
"8B6C0F6D-E3C2-4249-99FA-582C801AE463",2022-03-05T20:59:40Z,-92.38794310958343,38.934015291779374,2022-03-05T20:59:45Z,-92.38794310958343,38.934015291779374,2022-03-16T08:33:51Z,"# acrimony


## Noun

1. a rough and bitter manner
	- Synonyms
		- bitterness
		- acerbity
		- jaundice
		- tartness
		- thorniness
	- Less specific
		- disagreeableness
	- Related
		- sharp
		- sharp-worded
		- tart
		- jaundice
		- acerb
		- acerbic
		- acid
		- acrid
		- bitter
		- blistering
		- caustic
		- sulfurous
		- sulphurous
		- virulent
		- vitriolic
		- embitter
		- envenom
		- acerbate
		- acrimonious
		- bitter
		- acerb
		- acerbic
		- acid
		- acrid
		- bitter
		- blistering
		- caustic
		- sulfurous
		- sulphurous
		- virulent
		- vitriolic
		- acrimonious
		- bitter

","vocabulary",0,false,MultiMarkdown
"4A05E98A-816E-4F74-ADB4-72D729DC748A",2022-03-05T20:59:40Z,-92.38794310958343,38.934015291779374,2022-03-05T20:59:45Z,-92.38794310958343,38.934015291779374,2022-03-16T08:33:51Z,"# acrimony


## Noun

1. a rough and bitter manner
	- Synonyms
		- bitterness
		- acerbity
		- jaundice
		- tartness
		- thorniness
	- Less specific
		- disagreeableness
	- Related
		- sharp
		- sharp-worded
		- tart
		- jaundice
		- acerb
		- acerbic
		- acid
		- acrid
		- bitter
		- blistering
		- caustic
		- sulfurous
		- sulphurous
		- virulent
		- vitriolic
		- embitter
		- envenom
		- acerbate
		- acrimonious
		- bitter
		- acerb
		- acerbic
		- acid
		- acrid
		- bitter
		- blistering
		- caustic
		- sulfurous
		- sulphurous
		- virulent
		- vitriolic
		- acrimonious
		- bitter

","vocabulary",0,false,MultiMarkdown
"3A9B6AB4-67B3-4C6F-8E59-21470389C287",2022-09-17T04:06:12Z,-92.25709313543447,38.96372243101535,2022-09-17T04:06:12Z,-92.25709313543447,38.96372243101535,2022-09-20T18:13:48Z,"# admonish


## Verb

1. advise or counsel in terms of someone’s behavior; “I warned him not to go too far”; “I warn you against false assumptions”; “She warned him to be quiet”
	- Synonyms
		- warn
		- discourage
		- monish
	- Less specific
		- rede
		- advise
		- counsel
	- Related
		- admonition
		- monition
		- warning
		- word of advice
		- admonitory
		- cautionary
		- exemplary
		- monitory
		- warning
		- admonition
		- monition
		- warning
		- word of advice
		- admonisher
		- monitor
		- reminder
		- admonition
		- monition
		- warning
		- word of advice
2. warn strongly; put on guard
	- Synonyms
		- caution
		- monish
	- Less specific
		- warn
	- Related
		- admonition
		- monition
		- warning
		- word of advice
		- admonitory
		- cautionary
		- exemplary
		- monitory
		- warning
		- admonition
		- monition
		- warning
		- word of advice
		- admonisher
		- monitor
		- reminder
		- caution
		- caveat
3. take to task; “He admonished the child for his bad behavior”
	- Synonyms
		- reprove
		- reproof
	- Less specific
		- knock
		- criticize
		- criticise
		- pick apart
	- Related
		- rebuke
		- reproof
		- reproval
		- reprehension
		- reprimand
		- upbraider
		- reprover
		- reproacher
		- rebuker
		- rebuke
		- reproof
		- reproval
		- reprehension
		- reprimand
		- admonitory
		- admonishing
		- reproachful
		- reproving
		- admonition
		- admonishment
		- monition
		- admonition
		- admonishment
		- monition

[LookUp](https://learnwithlookup.com/share/index.html?word=admonish&definition=reprimand%2520firmly&data=eyJpbWFnZSI6IiIsIndvcmQiOiJhZG1vbmlzaCIsImRlZmluaXRpb24iOiJyZXByaW1hbmQgZmlybWx5In0%3D)
Verb
1.	warn or reprimand someone firmly
she admonished me for appearing at breakfast unshaven | “You mustn't say that, Shiona,” Ruth admonished her

[with object and infinitive] advise or urge (someone) earnestly
she admonished him to drink no more than one glass of wine

Archaic warn (someone) of something to be avoided
he admonished the people against the evil of such practices","vocabulary",0,false,MultiMarkdown
"B4B8C5B7-4FB9-4FC8-89E0-D52A512F6676",2022-09-17T04:06:12Z,-92.25709313543447,38.96372243101535,2022-09-17T04:06:12Z,-92.25709313543447,38.96372243101535,2022-09-20T18:13:48Z,"# admonish


## Verb

1. advise or counsel in terms of someone’s behavior; “I warned him not to go too far”; “I warn you against false assumptions”; “She warned him to be quiet”
	- Synonyms
		- warn
		- discourage
		- monish
	- Less specific
		- rede
		- advise
		- counsel
	- Related
		- admonition
		- monition
		- warning
		- word of advice
		- admonitory
		- cautionary
		- exemplary
		- monitory
		- warning
		- admonition
		- monition
		- warning
		- word of advice
		- admonisher
		- monitor
		- reminder
		- admonition
		- monition
		- warning
		- word of advice
2. warn strongly; put on guard
	- Synonyms
		- caution
		- monish
	- Less specific
		- warn
	- Related
		- admonition
		- monition
		- warning
		- word of advice
		- admonitory
		- cautionary
		- exemplary
		- monitory
		- warning
		- admonition
		- monition
		- warning
		- word of advice
		- admonisher
		- monitor
		- reminder
		- caution
		- caveat
3. take to task; “He admonished the child for his bad behavior”
	- Synonyms
		- reprove
		- reproof
	- Less specific
		- knock
		- criticize
		- criticise
		- pick apart
	- Related
		- rebuke
		- reproof
		- reproval
		- reprehension
		- reprimand
		- upbraider
		- reprover
		- reproacher
		- rebuker
		- rebuke
		- reproof
		- reproval
		- reprehension
		- reprimand
		- admonitory
		- admonishing
		- reproachful
		- reproving
		- admonition
		- admonishment
		- monition
		- admonition
		- admonishment
		- monition

[LookUp](https://learnwithlookup.com/share/index.html?word=admonish&definition=reprimand%2520firmly&data=eyJpbWFnZSI6IiIsIndvcmQiOiJhZG1vbmlzaCIsImRlZmluaXRpb24iOiJyZXByaW1hbmQgZmlybWx5In0%3D)
Verb
1.	warn or reprimand someone firmly
she admonished me for appearing at breakfast unshaven | “You mustn't say that, Shiona,” Ruth admonished her

[with object and infinitive] advise or urge (someone) earnestly
she admonished him to drink no more than one glass of wine

Archaic warn (someone) of something to be avoided
he admonished the people against the evil of such practices","vocabulary",0,false,MultiMarkdown
"7BDEA491-1577-47A4-9832-16729C0D72F1",2022-11-17T16:52:40Z,-92.3881471525012,38.933956055253496,2022-11-17T16:52:40Z,-92.3881471525012,38.933956055253496,2022-11-17T16:52:40Z,"# adulation


## Noun

1. servile flattery; exaggerated and hypocritical praise
	- Less specific
		- flattery

- [**adulation** - LookUp](https://learnwithlookup.com/share/index.html?word=adulation&definition=excessive%2520admiration%2520or%2520praise&data=eyJpbWFnZSI6IiIsIndvcmQiOiJhZHVsYXRpb24iLCJkZWZpbml0aW9uIjoiZXhjZXNzaXZlIGFkbWlyYXRpb24gb3IgcHJhaXNlIn0%3D)
Noun
1.	obsequious flattery; excessive admiration or praise
he found it difficult to cope with the adulation of the fans","vocabulary",0,false,MultiMarkdown
"F39E52DE-41F5-4F32-AFB2-B6A0C0139C4D",2022-11-17T16:52:40Z,-92.3881471525012,38.933956055253496,2022-11-17T16:52:40Z,-92.3881471525012,38.933956055253496,2022-11-17T16:52:40Z,"# adulation


## Noun

1. servile flattery; exaggerated and hypocritical praise
	- Less specific
		- flattery

- [**adulation** - LookUp](https://learnwithlookup.com/share/index.html?word=adulation&definition=excessive%2520admiration%2520or%2520praise&data=eyJpbWFnZSI6IiIsIndvcmQiOiJhZHVsYXRpb24iLCJkZWZpbml0aW9uIjoiZXhjZXNzaXZlIGFkbWlyYXRpb24gb3IgcHJhaXNlIn0%3D)
Noun
1.	obsequious flattery; excessive admiration or praise
he found it difficult to cope with the adulation of the fans","vocabulary",0,false,MultiMarkdown
"E28C3B46-7F61-4414-BB16-E3F8AA6BF559",2022-10-04T03:21:27Z,-92.38141845549208,38.94540208108882,2022-10-04T03:21:27Z,-92.38141845549208,38.94540208108882,2022-10-04T03:21:27Z,"# adumbrate


## Verb

1. describe roughly or briefly or give the main points or summary of; “sketch the outline of the book”; “outline his ideas”
	- Synonyms
		- sketch
		- outline
	- Less specific
		- describe
		- depict
		- draw
	- More specific
		- block out
	- Related
		- outline
		- synopsis
		- abstract
		- precis
		- sketch
		- survey
		- resume
		- sketch
		- vignette
2. give to understand; “I insinuated that I did not like his wife”
	- Synonyms
		- intimate
		- insinuate
	- Less specific
		- hint
		- suggest
	- Related
		- insinuation
		- innuendo
		- inkling
		- intimation
		- glimmering
		- glimmer

- [**adumbrate** - LookUp](https://learnwithlookup.com/share/index.html?word=adumbrate&definition=represent%2520in%2520outline&data=eyJpbWFnZSI6IiIsIndvcmQiOiJhZHVtYnJhdGUiLCJkZWZpbml0aW9uIjoicmVwcmVzZW50IGluIG91dGxpbmUifQ%3D%3D)
Verb
1.	Formal report or represent in outline
they have adumbrated the importance of education as a means of social transformation

indicate faintly
the walls were not more than adumbrated by the meager light

foreshadow or symbolize
what qualities in Christ are adumbrated by the vine?

overshadow
her happy reminiscences were adumbrated by consciousness of something else

## Origin
late 16th century: from Latin adumbrat- ‘shaded’, from the verb adumbrare, from ad- ‘to’ (as an intensifier) + umbrare ‘cast a shadow’ (from umbra ‘shade’)","vocabulary",0,false,MultiMarkdown
"8107601F-6F2C-4B40-B0A5-ACC7A93E5954",2022-10-04T03:21:27Z,-92.38141845549208,38.94540208108882,2022-10-04T03:21:27Z,-92.38141845549208,38.94540208108882,2022-10-04T03:21:27Z,"# adumbrate


## Verb

1. describe roughly or briefly or give the main points or summary of; “sketch the outline of the book”; “outline his ideas”
	- Synonyms
		- sketch
		- outline
	- Less specific
		- describe
		- depict
		- draw
	- More specific
		- block out
	- Related
		- outline
		- synopsis
		- abstract
		- precis
		- sketch
		- survey
		- resume
		- sketch
		- vignette
2. give to understand; “I insinuated that I did not like his wife”
	- Synonyms
		- intimate
		- insinuate
	- Less specific
		- hint
		- suggest
	- Related
		- insinuation
		- innuendo
		- inkling
		- intimation
		- glimmering
		- glimmer

- [**adumbrate** - LookUp](https://learnwithlookup.com/share/index.html?word=adumbrate&definition=represent%2520in%2520outline&data=eyJpbWFnZSI6IiIsIndvcmQiOiJhZHVtYnJhdGUiLCJkZWZpbml0aW9uIjoicmVwcmVzZW50IGluIG91dGxpbmUifQ%3D%3D)
Verb
1.	Formal report or represent in outline
they have adumbrated the importance of education as a means of social transformation

indicate faintly
the walls were not more than adumbrated by the meager light

foreshadow or symbolize
what qualities in Christ are adumbrated by the vine?

overshadow
her happy reminiscences were adumbrated by consciousness of something else

## Origin
late 16th century: from Latin adumbrat- ‘shaded’, from the verb adumbrare, from ad- ‘to’ (as an intensifier) + umbrare ‘cast a shadow’ (from umbra ‘shade’)","vocabulary",0,false,MultiMarkdown
"435711C3-7314-4818-9581-6B079DE224D1",2022-08-14T05:46:38Z,-92.38797772040812,38.933987176626765,2022-08-14T05:46:38Z,-92.38797772040812,38.933987176626765,2022-08-14T05:46:38Z,"# aegis


## Noun

1. kindly endorsement and guidance; “the tournament was held under the auspices of the city council”
	- Synonyms
		- auspices
		- protection
	- Less specific
		- endorsement
		- indorsement
2. armor plate that protects the chest; the front part of a cuirass
	- Synonyms
		- breastplate
		- egis
	- Less specific
		- armor plate
		- armour plate
		- armor plating
		- plate armor
		- plate armour
	- More specific
		- plastron
	- Part of
		- body armor
		- body armour
		- suit of armor
		- suit of armour
		- coat of mail
		- cataphract

*From LookUp*:
Noun
[in singular] 

1.	the protection, backing, or support of a particular person or organization
negotiations were conducted under the aegis of the UN

Roman History Greek History (in classical art and mythology) an attribute of Zeus and Athena (or their Roman counterparts Jupiter and Minerva) usually represented as a goatskin shield.","vocabulary",0,false,MultiMarkdown
"8EC05C51-11DB-47D6-9A1C-055FF181DF7E",2022-08-14T05:46:38Z,-92.38797772040812,38.933987176626765,2022-08-14T05:46:38Z,-92.38797772040812,38.933987176626765,2022-08-14T05:46:38Z,"# aegis


## Noun

1. kindly endorsement and guidance; “the tournament was held under the auspices of the city council”
	- Synonyms
		- auspices
		- protection
	- Less specific
		- endorsement
		- indorsement
2. armor plate that protects the chest; the front part of a cuirass
	- Synonyms
		- breastplate
		- egis
	- Less specific
		- armor plate
		- armour plate
		- armor plating
		- plate armor
		- plate armour
	- More specific
		- plastron
	- Part of
		- body armor
		- body armour
		- suit of armor
		- suit of armour
		- coat of mail
		- cataphract

*From LookUp*:
Noun
[in singular] 

1.	the protection, backing, or support of a particular person or organization
negotiations were conducted under the aegis of the UN

Roman History Greek History (in classical art and mythology) an attribute of Zeus and Athena (or their Roman counterparts Jupiter and Minerva) usually represented as a goatskin shield.","vocabulary",0,false,MultiMarkdown
"9B08B4C4-E245-4999-96FF-EBFC6543696B",2022-07-26T03:48:16Z,-92.38804063427123,38.93396458039095,2022-07-26T03:48:16Z,-92.38804063427123,38.93396458039095,2022-07-26T03:48:16Z,"# aeriform


## Adjective

1. resembling air or having the form of air
	- Synonyms
		- airlike
	- Similar to
		- gaseous
2. characterized by lightness and insubstantiality; as impalpable or intangible as air; “figures light and aeriform come unlooked for and melt away”- Thomas Carlyle; “aerial fancies”; “an airy apparition”; “physical rather than ethereal forms”
	- Synonyms
		- aerial
		- airy
		- aery
		- ethereal
	- Similar to
		- insubstantial
		- unsubstantial
		- unreal
	- Related
		- airiness
		- buoyancy

","vocabulary",0,false,MultiMarkdown
"48C81F39-25E7-426B-BC8D-A5E60768A615",2022-07-26T03:48:16Z,-92.38804063427123,38.93396458039095,2022-07-26T03:48:16Z,-92.38804063427123,38.93396458039095,2022-07-26T03:48:16Z,"# aeriform


## Adjective

1. resembling air or having the form of air
	- Synonyms
		- airlike
	- Similar to
		- gaseous
2. characterized by lightness and insubstantiality; as impalpable or intangible as air; “figures light and aeriform come unlooked for and melt away”- Thomas Carlyle; “aerial fancies”; “an airy apparition”; “physical rather than ethereal forms”
	- Synonyms
		- aerial
		- airy
		- aery
		- ethereal
	- Similar to
		- insubstantial
		- unsubstantial
		- unreal
	- Related
		- airiness
		- buoyancy

","vocabulary",0,false,MultiMarkdown
"91E00A1C-4F56-4E33-AB96-36B6B13B4707",2022-09-01T05:35:32Z,-92.38814777781232,38.9339509090276,2022-09-01T05:35:32Z,-92.38814777781232,38.9339509090276,2023-01-20T21:41:09Z,"# aggregatory


*From LookUp*:
Adjective
1.	Aggregating; of or involved in aggregation.","vocabulary",0,false,MultiMarkdown
"5E0C60B0-6412-4CA3-A236-9F9F542EDB89",2022-09-01T05:35:32Z,-92.38814777781232,38.9339509090276,2022-09-01T05:35:32Z,-92.38814777781232,38.9339509090276,2023-01-20T21:41:09Z,"# aggregatory


*From LookUp*:
Adjective
1.	Aggregating; of or involved in aggregation.","vocabulary",0,false,MultiMarkdown
"B4766A62-D515-42A0-9F1A-7FA1AD863525",2022-06-07T02:25:21Z,-92.3879291956242,38.93403490543266,2022-06-07T02:25:29Z,-92.38797388945518,38.934010160761794,2022-06-20T02:40:14Z,"# alacrity


## Noun

1. liveliness and eagerness; “he accepted with alacrity”; “the smartness of the pace soon exhausted him”
	- Synonyms
		- briskness
		- smartness
	- Less specific
		- liveliness
		- life
		- spirit
		- sprightliness
	- Related
		- smart
		- alert
		- brisk
		- lively
		- merry
		- rattling
		- snappy
		- spanking
		- zippy
		- alacritous

","vocabulary",0,false,MultiMarkdown
"5C46EB42-F0A9-45E3-872F-5DCBBA641935",2022-06-07T02:25:21Z,-92.3879291956242,38.93403490543266,2022-06-07T02:25:29Z,-92.38797388945518,38.934010160761794,2022-06-20T02:40:14Z,"# alacrity


## Noun

1. liveliness and eagerness; “he accepted with alacrity”; “the smartness of the pace soon exhausted him”
	- Synonyms
		- briskness
		- smartness
	- Less specific
		- liveliness
		- life
		- spirit
		- sprightliness
	- Related
		- smart
		- alert
		- brisk
		- lively
		- merry
		- rattling
		- snappy
		- spanking
		- zippy
		- alacritous

","vocabulary",0,false,MultiMarkdown
"E7675CFE-097E-462D-897A-E0B10B8E0427",2022-06-06T00:40:21Z,-92.3879729674264,38.934011765052,2022-06-06T00:40:23Z,-92.3879729674264,38.934011765052,2022-06-06T00:40:21Z,"# alate


## Adjective

1. (of seeds or insects) having winglike extensions; “alate leaves”; “alate seeds of a maple tree”
	- Synonyms
		- alated
	- Similar to
		- winged
	- Related
		- ala
		- ala

","vocabulary",0,false,MultiMarkdown
"3FC5E8C8-20F8-4BAE-ABCC-DCB01EA17EF5",2022-06-06T00:40:21Z,-92.3879729674264,38.934011765052,2022-06-06T00:40:23Z,-92.3879729674264,38.934011765052,2022-06-06T00:40:21Z,"# alate


## Adjective

1. (of seeds or insects) having winglike extensions; “alate leaves”; “alate seeds of a maple tree”
	- Synonyms
		- alated
	- Similar to
		- winged
	- Related
		- ala
		- ala

","vocabulary",0,false,MultiMarkdown
"7B120894-FED1-4DCC-90A3-2CDBDDCD4B97",2023-03-15T00:11:59Z,-92.38812753810454,38.93394478983514,2023-03-15T00:13:15Z,-92.38810072608202,38.93392581863811,2023-03-15T00:11:59Z,"# ameliorate


## Verb

1. to make better; “The editor improved the manuscript with his changes”
	- Synonyms
		- better
		- improve
		- amend
		- meliorate
	- Antonyms
		- worsen
		- aggravate
		- exacerbate
		- exasperate
	- Less specific
		- change
		- alter
		- modify
	- More specific
		- relieve
		- alleviate
		- palliate
		- assuage
		- help
		- aid
		- regenerate
		- revitalize
		- enrich
		- build up
		- develop
		- turn around
		- help
		- upgrade
		- condition
		- emend
		- iron out
		- straighten out
		- put right
		- enhance
		- repair
		- mend
		- fix
		- bushel
		- doctor
		- furbish up
		- restore
		- touch on
		- reform
		- reform
		- fancify
		- beautify
		- embellish
		- prettify
		- build
		- perfect
		- hone
		- polish
		- refine
		- fine-tune
		- down
		- purify
		- sublimate
		- make pure
		- distill
		- fructify
		- raise
		- lift
		- advance
		- upgrade
		- educate
	- Causes
		- better
		- improve
		- ameliorate
		- meliorate
	- Related
		- ameliorating
		- ameliorative
		- amelioratory
		- meliorative
		- improvement
		- melioration
		- amelioration
		- melioration
		- betterment
		- ameliorating
		- ameliorative
		- amelioratory
		- meliorative
		- ameliorating
		- ameliorative
		- amelioratory
		- meliorative
		- amelioration
		- melioration
		- betterment
		- amendable
		- correctable
		- improvement
		- humanitarian
		- do-gooder
		- improver
		- addition
		- add-on
		- improver
		- amelioration
		- melioration
		- betterment
		- better
2. get better; “The weather improved toward evening”
	- Synonyms
		- better
		- improve
		- meliorate
	- Antonyms
		- worsen
		- decline
	- Less specific
		- change state
		- turn
	- More specific
		- recuperate
		- recover
		- convalesce
		- heal
		- reform
		- straighten out
		- see the light
		- surge
		- turn around
		- pick up
		- get well
		- get over
		- bounce back
		- mend
		- heal
		- fructify
		- upgrade
	- Related
		- ameliorating
		- ameliorative
		- amelioratory
		- meliorative
		- improvement
		- melioration
		- melioration
		- amelioration
		- melioration
		- betterment
		- ameliorating
		- ameliorative
		- amelioratory
		- meliorative
		- ameliorating
		- ameliorative
		- amelioratory
		- meliorative
		- amelioration
		- melioration
		- betterment
		- improvement
		- melioration
		- improvement
		- betterment
		- advance
		- improvement
		- betterment
		- advance
		- better

- [**ameliorate** - LookUp](https://learnwithlookup.com/share/index.html?word=ameliorate&definition=make%2520something%2520bad%2520or%2520unsatisfactory%2520better&data=eyJpbWFnZSI6IiIsIndvcmQiOiJhbWVsaW9yYXRlIiwiZGVmaW5pdGlvbiI6Im1ha2Ugc29tZXRoaW5nIGJhZCBvciB1bnNhdGlzZmFjdG9yeSBiZXR0ZXIifQ%3D%3D)
Verb
1.	Formal make (something bad or unsatisfactory) better
the reform did much to ameliorate living standards

## Thesaurus

Verb
1.	any move that ameliorates the situation is welcome

Similar Words: 	improve    make better    better    make improvements to    enhance    help    benefit    boost    raise    amend    refine    reform    relieve    ease    mitigate    retrieve    rectify    correct    right    put right    set right    put to rights    sort out    clear up    deal with    remedy    repair    fix    cure    heal    mend    make good    resolve    settle    redress    square    tweak    patch up

Opposites: 	worsen    leave alone","vocabulary",0,false,MultiMarkdown
